student_id,concept_name,total_interactions,correct_count,avg_hints,total_hints,avg_attempts,avg_response_time_ms,wrong_count,accuracy,observed_behavior,memory_note
53167,Unit Rate,1,0,1.0,1,4.0,182992.0,1,0.0,needs_more_attempts,Student needs multiple attempts in this concept. Break tasks into smaller steps.
54318,Equation Solving More Than Two Steps,23,19,0.0,0,1.17,16119.57,4,0.83,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
58161,Equation Solving More Than Two Steps,10,4,0.9,9,1.3,205701.1,6,0.4,repeated_difficulty,Student has repeated difficulty in this concept. Provide simpler explanation and more examples.
64525,Absolute Value,4,4,0.0,0,1.0,7493.5,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Addition Whole Numbers,16,16,0.0,0,1.0,18491.19,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Addition and Subtraction Fractions,8,8,0.0,0,1.0,65177.25,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Addition and Subtraction Integers,9,9,0.0,0,1.0,5884.22,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Addition and Subtraction Positive Decimals,13,10,0.0,0,1.0,27029.23,3,0.77,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Area Circle,2,2,0.0,0,1.0,17280.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Area Irregular Figure,1,1,0.0,0,1.0,68697.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Area Rectangle,1,1,0.0,0,1.0,5358.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Area Trapezoid,1,1,0.0,0,1.0,104782.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Box and Whisker,2,2,0.0,0,1.0,18688.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Calculations with Similar Figures,20,15,0.05,1,1.2,25144.2,5,0.75,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Circle Graph,13,11,0.23,3,1.31,45377.85,2,0.85,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Circumference ,3,3,0.0,0,1.0,177060.0,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Complementary and Supplementary Angles,1,1,0.0,0,1.0,28138.0,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Congruence,3,3,0.0,0,1.0,5127.67,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Conversion of Fraction Decimals Percents,17,15,0.06,1,1.12,13578.18,2,0.88,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Counting Methods,10,8,0.0,0,1.0,76023.8,2,0.8,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,D.4.8-understanding-concept-of-probabilities,2,2,0.0,0,1.0,244841.5,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Divisibility Rules,32,24,0.0,0,1.28,17996.44,8,0.75,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Division Fractions,2,2,0.0,0,1.0,38733.5,0,1.0,normal_progress,Student shows normal progress. Continue standard support.
64525,Effect of Changing Dimensions of a Shape Prportionally,6,3,0.0,0,1.5,9625.83,3,0.5,normal_progress,Student shows normal progress. Continue standard support.
64525,Equation Solving More Than Two Steps,9,7,0.0,0,1.0,25016.0,2,0.78,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Equation Solving Two or Fewer Steps,19,17,0.0,0,1.05,15493.32,2,0.89,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Equivalent Fractions,8,6,0.38,3,1.5,44033.75,2,0.75,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Estimation,17,14,0.0,0,1.0,7607.12,3,0.82,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Exponents,4,4,0.0,0,1.0,18973.25,0,1.0,consistent_strength,Student performs strongly in this concept. Provide less guidance or advanced practice.
64525,Finding Percents,22,13,0.14,3,1.27,28345.5,9,0.59,normal_progress,Student shows normal progress. Continue standard support.
